STUDENTID,label,holdout,feature_set,data_length,kappa_mean,kappa_min,auc_mean,auc_min,pred
2333000033,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6293614649980087
2333000882,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6478931072713506
2333000955,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.5603089897380951
2333001552,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6914915577191683
2333001935,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6548437443526761
2333001986,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6338705716962525
2333002087,0.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.5394275810005081
2333002141,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.648543363184549
2333002494,0.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.5742917682540617
2333002672,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6043989315523681
2333002923,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6426154560335032
2333003024,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.5903792080489536
2333003181,0.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6692696799892697
2333003245,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6821167190528185
2333003695,0.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.7778192862969684
2333003776,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.7133070298316843
2333003971,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.5661768940455165
2333004276,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6556275024081856
2333004381,0.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6290018898367503
2333004578,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6111377933339951
2333004721,0.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.5347287470569221
2333005566,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6552890671446145
2333005825,0.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6033114307551269
2333006503,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.643614294646138
2333008034,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.7044384403127262
2333008239,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.4484319850256119
2333008468,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6711557960536603
2333008484,0.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.38260299865214037
2333008492,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.632630924659397
2333008565,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6719664523011951
2333008646,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6081621181448916
2333008719,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6517425114176851
2333008816,0.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.720302084326627
2333008905,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6554000530852191
2333009154,1.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6879349232769805
2333009821,0.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6511530023365867
2333010772,0.0,0,3,10.0,0.15156905784897615,0.12309891367936443,0.5724594570773841,0.5251630530583465,0.6431142946461378
